<Unicode>,<Unicode Name>,<Glyph Name>,<Adobe Character Sets>,<Unicode block>,<Non-Unicode type>,"<Status> # A=Already in, T=To be added, C=Under consideration, D=To be deleted","<Source> # R=Regular, B=Bold, I=Italic, X=Bold Italic, N=New, S=Special",<Fira Glyph>
U+1D723,MATHEMATICAL BOLD ITALIC CAPITAL THETA,u1D723,,Mathematical Alphanumeric Symbols,,A,X,U+0398
U+1D724,MATHEMATICAL BOLD ITALIC CAPITAL IOTA,u1D724,,Mathematical Alphanumeric Symbols,,A,X,U+0399
U+1D725,MATHEMATICAL BOLD ITALIC CAPITAL KAPPA,u1D725,,Mathematical Alphanumeric Symbols,,A,X,U+039A
U+1D726,MATHEMATICAL BOLD ITALIC CAPITAL LAMDA,u1D726,,Mathematical Alphanumeric Symbols,,A,X,U+039B
U+1D727,MATHEMATICAL BOLD ITALIC CAPITAL MU,u1D727,,Mathematical Alphanumeric Symbols,,A,X,U+039C
U+1D728,MATHEMATICAL BOLD ITALIC CAPITAL NU,u1D728,,Mathematical Alphanumeric Symbols,,A,X,U+039D
U+1D729,MATHEMATICAL BOLD ITALIC CAPITAL XI,u1D729,,Mathematical Alphanumeric Symbols,,A,X,U+039E
U+1D72A,MATHEMATICAL BOLD ITALIC CAPITAL OMICRON,u1D72A,,Mathematical Alphanumeric Symbols,,A,X,U+039F
U+1D72B,MATHEMATICAL BOLD ITALIC CAPITAL PI,u1D72B,,Mathematical Alphanumeric Symbols,,A,X,U+03A0
U+1D72C,MATHEMATICAL BOLD ITALIC CAPITAL RHO,u1D72C,,Mathematical Alphanumeric Symbols,,A,X,U+03A1
U+1D72D,MATHEMATICAL BOLD ITALIC CAPITAL THETA SYMBOL,u1D72D,,Mathematical Alphanumeric Symbols,,A,X,U+03F4
U+1D72E,MATHEMATICAL BOLD ITALIC CAPITAL SIGMA,u1D72E,,Mathematical Alphanumeric Symbols,,A,X,U+03A3
U+1D72F,MATHEMATICAL BOLD ITALIC CAPITAL TAU,u1D72F,,Mathematical Alphanumeric Symbols,,A,X,U+03A4
U+1D730,MATHEMATICAL BOLD ITALIC CAPITAL UPSILON,u1D730,,Mathematical Alphanumeric Symbols,,A,X,U+03A5
U+1D731,MATHEMATICAL BOLD ITALIC CAPITAL PHI,u1D731,,Mathematical Alphanumeric Symbols,,A,X,U+03A6
U+1D732,MATHEMATICAL BOLD ITALIC CAPITAL CHI,u1D732,,Mathematical Alphanumeric Symbols,,A,X,U+03A7
U+1D733,MATHEMATICAL BOLD ITALIC CAPITAL PSI,u1D733,,Mathematical Alphanumeric Symbols,,A,X,U+03A8
U+1D734,MATHEMATICAL BOLD ITALIC CAPITAL OMEGA,u1D734,,Mathematical Alphanumeric Symbols,,A,X,U+03A9
U+1D735,MATHEMATICAL BOLD ITALIC NABLA,u1D735,,Mathematical Alphanumeric Symbols,,A,S,
U+1D736,MATHEMATICAL BOLD ITALIC SMALL ALPHA,u1D736,,Mathematical Alphanumeric Symbols,,A,X,U+03B1
U+1D737,MATHEMATICAL BOLD ITALIC SMALL BETA,u1D737,,Mathematical Alphanumeric Symbols,,A,X,U+03B2
U+1D738,MATHEMATICAL BOLD ITALIC SMALL GAMMA,u1D738,,Mathematical Alphanumeric Symbols,,A,X,U+03B3
U+1D739,MATHEMATICAL BOLD ITALIC SMALL DELTA,u1D739,,Mathematical Alphanumeric Symbols,,A,X,U+03B4
U+1D73A,MATHEMATICAL BOLD ITALIC SMALL EPSILON,u1D73A,,Mathematical Alphanumeric Symbols,,A,X,U+03B5
U+1D73B,MATHEMATICAL BOLD ITALIC SMALL ZETA,u1D73B,,Mathematical Alphanumeric Symbols,,A,X,U+03B6
U+1D73C,MATHEMATICAL BOLD ITALIC SMALL ETA,u1D73C,,Mathematical Alphanumeric Symbols,,A,X,U+03B7
U+1D73D,MATHEMATICAL BOLD ITALIC SMALL THETA,u1D73D,,Mathematical Alphanumeric Symbols,,A,X,U+03B8
U+1D73E,MATHEMATICAL BOLD ITALIC SMALL IOTA,u1D73E,,Mathematical Alphanumeric Symbols,,A,X,U+03B9
U+1D73F,MATHEMATICAL BOLD ITALIC SMALL KAPPA,u1D73F,,Mathematical Alphanumeric Symbols,,A,X,U+03BA
U+1D740,MATHEMATICAL BOLD ITALIC SMALL LAMDA,u1D740,,Mathematical Alphanumeric Symbols,,A,X,U+03BB
U+1D741,MATHEMATICAL BOLD ITALIC SMALL MU,u1D741,,Mathematical Alphanumeric Symbols,,A,X,U+03BC
U+1D742,MATHEMATICAL BOLD ITALIC SMALL NU,u1D742,,Mathematical Alphanumeric Symbols,,A,X,U+03BD
U+1D743,MATHEMATICAL BOLD ITALIC SMALL XI,u1D743,,Mathematical Alphanumeric Symbols,,A,X,U+03BE
U+1D744,MATHEMATICAL BOLD ITALIC SMALL OMICRON,u1D744,,Mathematical Alphanumeric Symbols,,A,X,U+03BF
U+1D745,MATHEMATICAL BOLD ITALIC SMALL PI,u1D745,,Mathematical Alphanumeric Symbols,,A,X,U+03C0
U+1D746,MATHEMATICAL BOLD ITALIC SMALL RHO,u1D746,,Mathematical Alphanumeric Symbols,,A,X,U+03C1
U+1D747,MATHEMATICAL BOLD ITALIC SMALL FINAL SIGMA,u1D747,,Mathematical Alphanumeric Symbols,,A,X,U+03C2
U+1D748,MATHEMATICAL BOLD ITALIC SMALL SIGMA,u1D748,,Mathematical Alphanumeric Symbols,,A,X,U+03C3
U+1D749,MATHEMATICAL BOLD ITALIC SMALL TAU,u1D749,,Mathematical Alphanumeric Symbols,,A,X,U+03C4
U+1D74A,MATHEMATICAL BOLD ITALIC SMALL UPSILON,u1D74A,,Mathematical Alphanumeric Symbols,,A,X,U+03C5
U+1D74B,MATHEMATICAL BOLD ITALIC SMALL PHI,u1D74B,,Mathematical Alphanumeric Symbols,,A,X,U+03C6
U+1D74C,MATHEMATICAL BOLD ITALIC SMALL CHI,u1D74C,,Mathematical Alphanumeric Symbols,,A,X,U+03C7
U+1D74D,MATHEMATICAL BOLD ITALIC SMALL PSI,u1D74D,,Mathematical Alphanumeric Symbols,,A,X,U+03C8
U+1D74E,MATHEMATICAL BOLD ITALIC SMALL OMEGA,u1D74E,,Mathematical Alphanumeric Symbols,,A,X,U+03C9
U+1D74F,MATHEMATICAL BOLD ITALIC PARTIAL DIFFERENTIAL,u1D74F,,Mathematical Alphanumeric Symbols,,A,X,U+2202
U+1D750,MATHEMATICAL BOLD ITALIC EPSILON SYMBOL,u1D750,,Mathematical Alphanumeric Symbols,,A,X,U+03F5
U+1D751,MATHEMATICAL BOLD ITALIC THETA SYMBOL,u1D751,,Mathematical Alphanumeric Symbols,,A,X,U+03D1
U+1D752,MATHEMATICAL BOLD ITALIC KAPPA SYMBOL,u1D752,,Mathematical Alphanumeric Symbols,,A,X,U+03F0
U+1D753,MATHEMATICAL BOLD ITALIC PHI SYMBOL,u1D753,,Mathematical Alphanumeric Symbols,,A,X,U+03D5
U+1D754,MATHEMATICAL BOLD ITALIC RHO SYMBOL,u1D754,,Mathematical Alphanumeric Symbols,,A,X,U+03F1
U+1D755,MATHEMATICAL BOLD ITALIC PI SYMBOL,u1D755,,Mathematical Alphanumeric Symbols,,A,X,U+03D6
U+1D7CA,MATHEMATICAL BOLD CAPITAL DIGAMMA,u1D7CA,,Mathematical Alphanumeric Symbols,,A,B,U+03DC
U+1D7CB,MATHEMATICAL BOLD SMALL DIGAMMA,u1D7CB,,Mathematical Alphanumeric Symbols,,A,B,U+03DD
U+1D7CE,MATHEMATICAL BOLD DIGIT ZERO,u1D7CE,,Mathematical Alphanumeric Symbols,,A,B,U+0030
U+1D7CF,MATHEMATICAL BOLD DIGIT ONE,u1D7CF,,Mathematical Alphanumeric Symbols,,A,B,U+0031
U+1D7D0,MATHEMATICAL BOLD DIGIT TWO,u1D7D0,,Mathematical Alphanumeric Symbols,,A,B,U+0032
U+1D7D1,MATHEMATICAL BOLD DIGIT THREE,u1D7D1,,Mathematical Alphanumeric Symbols,,A,B,U+0033
U+1D7D2,MATHEMATICAL BOLD DIGIT FOUR,u1D7D2,,Mathematical Alphanumeric Symbols,,A,B,U+0034
U+1D7D3,MATHEMATICAL BOLD DIGIT FIVE,u1D7D3,,Mathematical Alphanumeric Symbols,,A,B,U+0035
U+1D7D4,MATHEMATICAL BOLD DIGIT SIX,u1D7D4,,Mathematical Alphanumeric Symbols,,A,B,U+0036
U+1D7D5,MATHEMATICAL BOLD DIGIT SEVEN,u1D7D5,,Mathematical Alphanumeric Symbols,,A,B,U+0037
U+1D7D6,MATHEMATICAL BOLD DIGIT EIGHT,u1D7D6,,Mathematical Alphanumeric Symbols,,A,B,U+0038
U+1D7D7,MATHEMATICAL BOLD DIGIT NINE,u1D7D7,,Mathematical Alphanumeric Symbols,,A,B,U+0039
U+1D7D8,MATHEMATICAL DOUBLE-STRUCK DIGIT ZERO,u1D7D8,,Mathematical Alphanumeric Symbols,,T,,
U+1D7D9,MATHEMATICAL DOUBLE-STRUCK DIGIT ONE,u1D7D9,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DA,MATHEMATICAL DOUBLE-STRUCK DIGIT TWO,u1D7DA,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DB,MATHEMATICAL DOUBLE-STRUCK DIGIT THREE,u1D7DB,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DC,MATHEMATICAL DOUBLE-STRUCK DIGIT FOUR,u1D7DC,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DD,MATHEMATICAL DOUBLE-STRUCK DIGIT FIVE,u1D7DD,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DE,MATHEMATICAL DOUBLE-STRUCK DIGIT SIX,u1D7DE,,Mathematical Alphanumeric Symbols,,T,,
U+1D7DF,MATHEMATICAL DOUBLE-STRUCK DIGIT SEVEN,u1D7DF,,Mathematical Alphanumeric Symbols,,T,,
U+1D7E0,MATHEMATICAL DOUBLE-STRUCK DIGIT EIGHT,u1D7E0,,Mathematical Alphanumeric Symbols,,T,,
U+1D7E1,MATHEMATICAL DOUBLE-STRUCK DIGIT NINE,u1D7E1,,Mathematical Alphanumeric Symbols,,T,,
U+1D7F6,MATHEMATICAL MONOSPACE DIGIT ZERO,u1D7F6,,Mathematical Alphanumeric Symbols,,C,,
U+1D7F7,MATHEMATICAL MONOSPACE DIGIT ONE,u1D7F7,,Mathematical Alphanumeric Symbols,,C,,
U+1D7F8,MATHEMATICAL MONOSPACE DIGIT TWO,u1D7F8,,Mathematical Alphanumeric Symbols,,C,,
U+1D7F9,MATHEMATICAL MONOSPACE DIGIT THREE,u1D7F9,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FA,MATHEMATICAL MONOSPACE DIGIT FOUR,u1D7FA,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FB,MATHEMATICAL MONOSPACE DIGIT FIVE,u1D7FB,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FC,MATHEMATICAL MONOSPACE DIGIT SIX,u1D7FC,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FD,MATHEMATICAL MONOSPACE DIGIT SEVEN,u1D7FD,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FE,MATHEMATICAL MONOSPACE DIGIT EIGHT,u1D7FE,,Mathematical Alphanumeric Symbols,,C,,
U+1D7FF,MATHEMATICAL MONOSPACE DIGIT NINE,u1D7FF,,Mathematical Alphanumeric Symbols,,C,,
,,.notdef,,<Non-Unicode>,Special,A,N,
,PRIME,uni2032.ssty1,,<Non-Unicode>,Math Script Style Alternates,A,N,
,DOUBLE PRIME,uni2033.ssty1,,<Non-Unicode>,Math Script Style Alternates,A,N,
,TRIPLE PRIME,uni2034.ssty1,,<Non-Unicode>,Math Script Style Alternates,A,N,
,N-ARY PRODUCT,uni220F.display,,<Non-Unicode>,Display Math Operators,A,N,
,N-ARY COPRODUCT,uni2210.display,,<Non-Unicode>,Display Math Operators,A,N,
,N-ARY SUMMATION,uni2211.display,,<Non-Unicode>,Display Math Operators,A,N,
,INTEGRAL,uni222B.display,,<Non-Unicode>,Display Math Operators,A,N,3
,DOUBLE INTEGRAL,uni222C.display,,<Non-Unicode>,Display Math Operators,A,N,3
,TRIPLE INTEGRAL,uni222D.display,,<Non-Unicode>,Display Math Operators,A,N,3
,QUADRUPLE INTEGRAL OPERATOR,uni2A0C.display,,<Non-Unicode>,Display Math Operators,A,N,3
,CONTOUR INTEGRAL,uni222E.display,,<Non-Unicode>,Display Math Operators,A,N,
,SURFACE INTEGRAL,uni222F.display,,<Non-Unicode>,Display Math Operators,A,N,
,VOLUME INTEGRAL,uni2230.display,,<Non-Unicode>,Display Math Operators,A,N,
,SQUARE ROOT,uni221A.size1,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size2,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size3,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size4,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size5,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size6,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size7,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size8,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size9,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size10,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size11,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size12,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size13,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size14,,<Non-Unicode>,Large Delimiters,A,N,
,SQUARE ROOT,uni221A.size15,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size1,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size2,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size3,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size4,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size5,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size6,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size7,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size8,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size9,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size10,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size11,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size12,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size13,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size14,,<Non-Unicode>,Large Delimiters,A,N,
,CUBE ROOT,uni221B.size15,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size1,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size2,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size3,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size4,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size5,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size6,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size7,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size8,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size9,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size10,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size11,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size12,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size13,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size14,,<Non-Unicode>,Large Delimiters,A,N,
,FOURTH ROOT,uni221C.size15,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size1,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size2,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size3,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size4,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size5,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size6,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size7,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size8,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size9,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size10,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size11,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size12,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size13,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size14,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT PARENTHESIS,uni0028.size15,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size1,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size2,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size3,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size4,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size5,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size6,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size7,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size8,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size9,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size10,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size11,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size12,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size13,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size14,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT PARENTHESIS,uni0029.size15,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size1,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size2,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size3,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size4,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size5,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size6,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size7,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size8,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size9,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size10,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size11,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size12,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size13,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size14,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT SQUARE BRACKET,uni005B.size15,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size1,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size2,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size3,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size4,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size5,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size6,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size7,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size8,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size9,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size10,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size11,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size12,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size13,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size14,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT SQUARE BRACKET,uni005D.size15,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size1,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size2,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size3,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size4,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size5,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size6,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size7,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size8,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size9,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size10,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size11,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size12,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size13,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size14,,<Non-Unicode>,Large Delimiters,A,N,
,LEFT CURLY BRACKET,uni007B.size15,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size1,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size2,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size3,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size4,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size5,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size6,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size7,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size8,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size9,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size10,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size11,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size12,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size13,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size14,,<Non-Unicode>,Large Delimiters,A,N,
,RIGHT CURLY BRACKET,uni007D.size15,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size1,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size2,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size3,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size4,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size5,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size6,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size7,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size8,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size9,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size10,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size11,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size12,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size13,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size14,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL LEFT FLATTENED PARENTHESIS,uni27EE.size15,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size1,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size2,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size3,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size4,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size5,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size6,,<Non-Unicode>,Large Delimiters,A,N,
,MATHEMATICAL RIGHT FLATTENED PARENTHESIS,uni27EF.size7,,<Non-Unicode>,Large Delimiters,A,N,
